# Wordlist

# DATA
ID	DOCULECT	CONCEPT	GLOSSID	IPA	TOKENS	STRUCTURE
4633	Xiandao	climb up (a tree)	1427	tɔʔ⁵⁵	t ɔ ʔ ⁵⁵	i n c t
6370	Atsi	climb up (a tree)	1427	toʔ²¹	t o ʔ ²¹	i n c t
8009	Maru	climb up (a tree)	1427	tɔʔ³¹	t ɔ ʔ ³¹	i n c t
9733	Bola	climb up (a tree)	1427	taʔ³¹	t a ʔ ³¹	i n c t
11307	Lashi	climb up (a tree)	1427	tɔːʔ³¹	t ɔː ʔ ³¹	i n c t
#
1275	Rangoon	close (a book)	1267	si⁵³thɑ⁵⁵	s i ⁵³ + tʰ ɑ ⁵⁵	i n t + i n t
6209	Atsi	close (a book)	1267	tsup²¹	ts u p ²¹	i n c t
9575	Bola	close (a book)	1267	pɔ̱ŋ³¹kɛ̱ʔ⁵⁵	ˀp ɔ ŋ ³¹ + ˀk ɛ ʔ ⁵⁵	i n c t + i n c t
11169	Lashi	close (a book)	1267	tsuːm³¹	ts uː m ³¹	i n c t
#
1528	Rangoon	close (an umbrella)	1516	peʔ⁴	p e ʔ ⁴	i n c t
3239	Achang_Longchuan	close (an umbrella)	1516	xop³⁵	x o p ³⁵	i n c t
6462	Atsi	close (an umbrella)	1516	phek⁵⁵	pʰ e k ⁵⁵	i n c t
8098	Maru	close (an umbrella)	1516	mji̱k⁵⁵	ˀm j i k ⁵⁵	i m n c t
9824	Bola	close (an umbrella)	1516	phak⁵⁵	ph a k ⁵⁵	i n c t
#
1260	Rangoon	close (the door)	1253	peʔ⁴	p e ʔ ⁴	i n c t
2994	Achang_Longchuan	close (the door)	1253	kaŋ³⁵	k a ŋ ³⁵	i n c t
4502	Xiandao	close (the door)	1253	tshi³⁵	tsh i ³⁵	i n t
6193	Atsi	close (the door)	1253	mji̱²¹	ˀm j i ²¹	i m n t
7850	Maru	close (the door)	1253	mji̱k⁵⁵	ˀm j i k ⁵⁵	i m n c t
9559	Bola	close (the door)	1253	mə̱i³⁵	ˀm əi ³⁵	i n t
11156	Lashi	close (the door)	1253	mje̱ːi⁵⁵	ˀm j eːi ⁵⁵	i m n t
#
1060	Rangoon	close (the mouth)	1056	peʔ⁴	p e ʔ ⁴	i n c t
2810	Achang_Longchuan	close (the mouth)	1056	thum³¹	tʰ u m ³¹	i n c t
5995	Atsi	close (the mouth)	1056	lo̱ʔ⁵⁵mji̱²¹	ˀl o ʔ ⁵⁵ + ˀm j i ²¹	i n c t + i m n t
7671	Maru	close (the mouth)	1056	mji̱k⁵⁵	ˀm j i k ⁵⁵	i m n c t
9371	Bola	close (the mouth)	1056	mi̱³⁵	ˀm i ³⁵	i n t
#
1422	Rangoon	close (the mouth) lightly	1411	peʔ⁴	p e ʔ ⁴	i n c t
4618	Xiandao	close (the mouth) lightly	1411	thum³¹	th u m ³¹	i n c t
6354	Atsi	close (the mouth) lightly	1411	mji̱²¹to̱²¹	ˀm j i ²¹ + ˀt o ²¹	i m n t + i n t
9717	Bola	close (the mouth) lightly	1411	ʃam³⁵ŋam⁵⁵	ʃ a m ³⁵ + ŋ a m ⁵⁵	i n c t + i n c t
11291	Lashi	close (the mouth) lightly	1411	mje̱ːi⁵⁵	ˀm j eːi ⁵⁵	i m n t
#
435	Rangoon	cloth	433	peʔ⁴	p e ʔ ⁴	i n c t
2226	Achang_Longchuan	cloth	433	ti³¹tʂaŋ³¹	t i ³¹ + tʂ a ŋ ³¹	i n t + i n c t
3866	Xiandao	cloth	433	tɔʔ³¹tʂaŋ³¹	t ɔ ʔ ³¹ + tʂ a ŋ ³¹	i n c t + i n c t
5367	Atsi	cloth	433	pa̱n⁵⁵	ˀp a n ⁵⁵	i n c t
7113	Maru	cloth	433	pə̱ŋ³⁵	ˀp ə ŋ ³⁵	i n c t
8757	Bola	cloth	433	pɛ̱̃³⁵	ˀp ɛ̃ ∼ ³⁵	i n c t
10460	Lashi	cloth	433	pa̱n³³	ˀp a n ³³	i n c t
#
446	Rangoon	cloth (colorful, worn on the head)	444	gɑ̃u⁵⁵si⁵⁵pu⁵³wɑ²	g ɑ̃ u ∼ ⁵⁵ + s i ⁵⁵ + p u ⁵³ + /ʔ w ɑ ²	i n N c t + i n t + i n t + i m n t
2236	Achang_Longchuan	cloth (colorful, worn on the head)	444	phaʔ³¹tʂuaŋ³⁵	pʰ a ʔ ³¹ + tʂ ua ŋ ³⁵	i n c t + i n c t
5378	Atsi	cloth (colorful, worn on the head)	444	ŭ²¹thup⁵⁵	/ʔ ŭ ²¹ + tʰ u p ⁵⁵	i n t + i n c t
7121	Maru	cloth (colorful, worn on the head)	444	a̱u³⁵thap⁵⁵	ˀ/ʔ au ³⁵ + th a p ⁵⁵	i n t + i n c t
8768	Bola	cloth (colorful, worn on the head)	444	ŭ³⁵thap³⁵	/ʔ ŭ ³⁵ + th a p ³⁵	i n t + i n c t
#
439	Rangoon	cloth (woollen)	437	tθɛʔ⁴kɑ⁵³lɑʔ⁴	tθ ɛ ʔ ⁴ + k ɑ ⁵³ + l ɑ ʔ ⁴	i n c t + i n t + i n c t
5371	Atsi	cloth (woollen)	437	sau²¹pu²¹	s a u ²¹ + p u ²¹	i n N t + i n t
8761	Bola	cloth (woollen)	437	niʔ³¹tsɿ⁵¹	n i ʔ ³¹ + ts ɿ ⁵¹	i n c t + i n t
#
440	Rangoon	clothing / garment	438	ĩ⁵⁵tɕi²²	/ʔ ĩ ∼ ⁵⁵ + tɕ i ²²	i n c t + i n t
2230	Achang_Longchuan	clothing / garment	438	tse³¹	ts e ³¹	i n t
3867	Xiandao	clothing / garment	438	tsi³¹	ts i ³¹	i n t
5372	Atsi	clothing / garment	438	pu²¹	p u ²¹	i n t
8762	Bola	clothing / garment	438	pu³¹	p u ³¹	i n t
10463	Lashi	clothing / garment	438	pji³³	p j i ³³	i m n t
11875	Old_Burmese	clothing / garment	438	aʔ◦wat	ʔ a ⁵³ + w a t ⁴	i n t + i n c t
#
7	Rangoon	cloud	7	tẽ²²	t ẽ ∼ ²²	i n c t
1838	Achang_Longchuan	cloud	7	xan³¹tɕin³¹	x a n ³¹ + tɕ i n ³¹	i n c t + i n c t
3505	Xiandao	cloud	7	çaŋ⁵⁵cin³¹	ç a ŋ ⁵⁵ + c i n ³¹	i n c t + i n c t
4944	Atsi	cloud	7	mu̱t⁵⁵mau⁵⁵	ˀm u t ⁵⁵ + m a u ⁵⁵	i n c t + i n N t
6734	Maru	cloud	7	tʃa̱m³¹thɔi³⁵	ˀtʃ a m ³¹ + th ɔi ³⁵	i n c t + i n t
8358	Bola	cloud	7	tʃa̱m⁵⁵	ˀtʃ a m ⁵⁵	i n c t
10099	Lashi	cloud	7	tsɔ̱m⁵⁵mou⁵⁵	ˀts ɔ m ⁵⁵ + m ou ⁵⁵	i n c t + i n t
11628	Old_Burmese	cloud	7	tim	t i m ²²	i n c t
#
1565	Rangoon	cloudy, be (sky) / overcast	1552	mo⁵⁵õ⁵³	/ʔ m o ⁵⁵ + /ʔ õ ∼ ⁵³	i m n t + i n c t
3277	Achang_Longchuan	cloudy, be (sky) / overcast	1552	mau³¹tʂau³⁵	m au ³¹ + tʂ au ³⁵	i n t + i n t
4747	Xiandao	cloudy, be (sky) / overcast	1552	mau³¹ tau³¹	m au ³¹ + t au ³¹	i n t + i n t
6500	Atsi	cloudy, be (sky) / overcast	1552	mau²¹ tsau⁵⁵	m a u ²¹ + ts a u ⁵⁵	i n N t + i n N t
8136	Maru	cloudy, be (sky) / overcast	1552	muk⁵⁵tap³¹	m u k ⁵⁵ + t a p ³¹	i n c t + i n c t
9862	Bola	cloudy, be (sky) / overcast	1552	mau³¹tap⁵⁵	m au ³¹ + t a p ⁵⁵	i n t + i n c t
11422	Lashi	cloudy, be (sky) / overcast	1552	mou³³tsaːu⁵⁵	m ou ³³ + ts aːu ⁵⁵	i n t + i n t
11848	Old_Burmese	cloudy, be (sky) / overcast	1552	muiwḥ◦umʔ	m ə w ⁵⁵ + ʔ u m ⁵³	i n c t + i n c t
#
1019	Rangoon	clumsy / awkward	1015	ɑ⁵³	/ʔ ɑ ⁵³	i n t
2774	Achang_Longchuan	clumsy / awkward	1015	puaŋ³¹	p ua ŋ ³¹	i n c t
5953	Atsi	clumsy / awkward	1015	ko⁵¹	k o ⁵¹	i n t
7640	Maru	clumsy / awkward	1015	kɔ³¹	k ɔ ³¹	i n t
9331	Bola	clumsy / awkward	1015	pɛ̃³¹	p ɛ̃ ∼ ³¹	i n c t
#
57	Rangoon	coal	57	tɕɑuʔ⁴mi⁵⁵tθwe⁵⁵	tɕ ɑ u ʔ ⁴ + m i ⁵⁵ + tθ w e ⁵⁵	i n N c t + i n t + i m n t
1884	Achang_Longchuan	coal	57	mei³¹	m ei ³¹	i n t
4994	Atsi	coal	57	a²¹jo²¹mji²¹xə²¹	/ʔ a ²¹ + /ʔ j o ²¹ + m j i ²¹ + x ə ²¹	i n t + i m n t + i m n t + i n t
6778	Maru	coal	57	mɛʔ³¹	m ɛ ʔ ³¹	i n c t
8405	Bola	coal	57	mɛʔ³¹	m ɛ ʔ ³¹	i n c t
#
1278	Rangoon	coax / fool	1270	tɕhɔ⁵³	tɕʰ ɔ ⁵³	i n t
3011	Achang_Longchuan	coax / fool	1270	xup⁵⁵	x u p ⁵⁵	i n c t
4517	Xiandao	coax / fool	1270	l̥au³⁵	l̥ au ³⁵	i n t
6212	Atsi	coax / fool	1270	xu²¹	x u ²¹	i n t
7867	Maru	coax / fool	1270	tʃu⁵⁵	tʃ u ⁵⁵	i n t
9578	Bola	coax / fool	1270	tʃu̱³⁵	ˀtʃ u ³⁵	i n t
11171	Lashi	coax / fool	1270	tʃuː⁵³	tʃ uː ⁵³	i n t
#
281	Rangoon	cock	279	tɕɛʔ⁴phɑ⁵³	tɕ ɛ ʔ ⁴ + pʰ ɑ ⁵³	i n c t + i n t
2091	Achang_Longchuan	cock	279	kʐuaʔ⁵⁵lɔ³¹	k ʐ ua ʔ ⁵⁵ + l ɔ ³¹	i m n c t + i n t
3744	Xiandao	cock	279	kʐɔʔ⁵⁵phɔ³¹	kʐ ɔ ʔ ⁵⁵ + ph ɔ ³¹	i n c t + i n t
5216	Atsi	cock	279	voʔ²¹pho⁵⁵	v o ʔ ²¹ + pʰ o ⁵⁵	i n c t + i n t
6980	Maru	cock	279	ɣɔʔ³¹phɔ⁵⁵	ɣ ɔ ʔ ³¹ + ph ɔ ⁵⁵	i n c t + i n t
8613	Bola	cock	279	ɣaʔ³¹pha³⁵	ɣ a ʔ ³¹ + ph a ³⁵	i n c t + i n t
10331	Lashi	cock	279	kjoʔ³¹pho⁵³	k j o ʔ ³¹ + ph o ⁵³	i m n c t + i n t
#
284	Rangoon	cockscomb	282	tɕɛʔ⁴mɑuʔ⁴	tɕ ɛ ʔ ⁴ + m ɑ u ʔ ⁴	i n c t + i n N c t
2094	Achang_Longchuan	cockscomb	282	ȵɔʔ⁵⁵pat³⁵	ȵ ɔ ʔ ⁵⁵ + p a t ³⁵	i n c t + i n c t
3747	Xiandao	cockscomb	282	n̥a³¹pap³⁵	n̥ a ³¹ + p a p ³⁵	i n t + i n c t
5219	Atsi	cockscomb	282	voʔ²¹tʃo²¹pan²¹	v o ʔ ²¹ + tʃ o ²¹ + p a n ²¹	i n c t + i n t + i n c t
6983	Maru	cockscomb	282	tʃoʔ³¹pjɛn³⁵	tʃ o ʔ ³¹ + p j ɛ n ³⁵	i n c t + i m n c t
8616	Bola	cockscomb	282	ɣaʔ³¹tʃaʔ³¹pjɛn³¹	ɣ a ʔ ³¹ + tʃ a ʔ ³¹ + p j ɛ n ³¹	i n c t + i n c t + i m n c t
10334	Lashi	cockscomb	282	kjɔɾ³¹pjɛn³³	k j ɔ ɾ ³¹ + p j ɛ n ³³	i m n c t + i m n c t
#
11629	Old_Burmese	cold (water)	1875	iyḥ	ʔ ə j ⁵⁵	i n c t
#
1788	Rangoon	cold (water) (note:+water)	1771	tɕhɑ̃⁵⁵	tɕʰ ɑ̃ ∼ ⁵⁵	i n c t
#
1787	Rangoon	cold (weather) (note:+weather)	1770	e⁵⁵	/ʔ e ⁵⁵	i n t
#
2729	Achang_Longchuan	cold (weather, water)	1833	kʐuat⁵⁵	k ʐ ua t ⁵⁵	i m n c t
4283	Xiandao	cold (weather, water)	1833	kʐot⁵⁵	kʐ o t ⁵⁵	i n c t
5904	Atsi	cold (weather, water)	1833	kjoʔ²¹	k j o ʔ ²¹	i m n c t
7599	Maru	cold (weather, water)	1833	kjɔʔ³¹	k j ɔ ʔ ³¹	i m n c t
9283	Bola	cold (weather, water)	1833	kjaʔ³¹	k j a ʔ ³¹	i m n c t
10922	Lashi	cold (weather, water)	1833	ŋaːm⁵⁵	ŋ aː m ⁵⁵	i n c t
#
1553	Rangoon	collapse / cave in / fall down	1540	pjo²²	p j o ²²	i m n t
3265	Achang_Longchuan	collapse / cave in / fall down	1540	ȵɔp⁵⁵	ȵ ɔ p ⁵⁵	i n c t
4735	Xiandao	collapse / cave in / fall down	1540	ɲɔp⁵⁵	ɲ ɔ p ⁵⁵	i n c t
6488	Atsi	collapse / cave in / fall down	1540	pjoʔ²¹	p j o ʔ ²¹	i m n c t
8124	Maru	collapse / cave in / fall down	1540	kjøʔ³¹	k j ø ʔ ³¹	i m n c t
9850	Bola	collapse / cave in / fall down	1540	kjøʔ³¹	k j ø ʔ ³¹	i m n c t
11412	Lashi	collapse / cave in / fall down	1540	pjɔːʔ³¹	p j ɔː ʔ ³¹	i m n c t
11941	Old_Burmese	collapse / cave in / fall down	1540	phruiw	ph r ə w ²²	i m n c t
#
441	Rangoon	collar	439	kɔ²²lɑ²²	k ɔ ²² + l ɑ ²²	i n t + i n t
2231	Achang_Longchuan	collar	439	tse³¹xɔ³¹sə³¹	ts e ³¹ + x ɔ ³¹ + s ə ³¹	i n t + i n t + i n t
3868	Xiandao	collar	439	tsi³¹xʐoʔ⁵⁵	ts i ³¹ + xʐ o ʔ ⁵⁵	i n t + i n c t
5373	Atsi	collar	439	pu²¹lin⁵¹tsiŋ²¹	p u ²¹ + l i n ⁵¹ + ts i ŋ ²¹	i n t + i n c t + i n c t
7116	Maru	collar	439	pau³⁵laŋ³¹	p au ³⁵ + l a ŋ ³¹	i n t + i n c t
8763	Bola	collar	439	pŭ³¹laŋ⁵⁵taŋ³¹	p ŭ ³¹ + l a ŋ ⁵⁵ + t a ŋ ³¹	i n t + i n c t + i n c t
10464	Lashi	collar	439	pji³³ləŋ³¹	p j i ³³ + l ə ŋ ³¹	i m n t + i n c t
#
1449	Rangoon	collide / run into	1438	tɑiʔ⁴	t ɑi ʔ ⁴	i n c t
3161	Achang_Longchuan	collide / run into	1438	thəŋ³⁵	tʰ ə ŋ ³⁵	i n c t
4642	Xiandao	collide / run into	1438	kɔk³¹ kɔ³⁵	k ɔ k ³¹ + k ɔ ³⁵	i n c t + i n t
6381	Atsi	collide / run into	1438	thuŋ²¹	tʰ u ŋ ²¹	i n c t
8019	Maru	collide / run into	1438	thauŋ³⁵	th au ŋ ³⁵	i n c t
9744	Bola	collide / run into	1438	thauŋ³⁵	th au ŋ ³⁵	i n c t
11316	Lashi	collide / run into	1438	thuːŋ⁵⁵	th uː ŋ ⁵⁵	i n c t
#
659	Rangoon	color	657	ɑ⁵³jɑ̃u²²	/ʔ ɑ ⁵³ + /ʔ j ɑ̃ u ∼ ²²	i n t + i m n N c t
4006	Xiandao	color	657	a³¹miu⁵⁵	/ʔ a ³¹ + m i u ⁵⁵	i n t + i m n t
5588	Atsi	color	657	ĭ²¹sam⁵¹	/ʔ ĭ ²¹ + s a m ⁵¹	i n t + i n c t
11863	Old_Burmese	color	657	aʔ◦ro₂ṅ	ʔ a ⁵³ + r ʊ ŋ ²²	i n t + i n c t
#
454	Rangoon	comb	452	bi⁵⁵	b i ⁵⁵	i n t
1531	Rangoon	comb	452	phji⁵⁵	pʰ j i ⁵⁵	i m n t
2243	Achang_Longchuan	comb	452	phʐa³¹	pʰ ʐ a ³¹	i m n t
3242	Achang_Longchuan	comb	452	phʐa³¹	pʰ ʐ a ³¹	i m n t
4713	Xiandao	comb	452	phɛ³¹	ph ɛ ³¹	i n t
5385	Atsi	comb	452	pje̱²¹	ˀp j e ²¹	i m n t
6465	Atsi	comb	452	kjo̱ʔ⁵⁵	ˀk j o ʔ ⁵⁵	i m n c t
7128	Maru	comb	452	pjɛ̱³⁵	ˀp j ɛ ³⁵	i m n t
8101	Maru	comb	452	kjɔ̱ʔ⁵⁵	ˀk j ɔ ʔ ⁵⁵	i m n c t
8774	Bola	comb	452	pjɛ̱³⁵	ˀp j ɛ ³⁵	i m n t
9827	Bola	comb	452	kja̱ʔ⁵⁵	ˀk j a ʔ ⁵⁵	i m n c t
10475	Lashi	comb	452	wo̱⁵⁵kjɔ̱ʔ⁵⁵	ˀ/ʔ w o ⁵⁵ + ˀk j ɔ ʔ ⁵⁵	i m n t + i m n c t
11390	Lashi	comb	452	kjɔ̱ːʔ⁵⁵	ˀk j ɔː ʔ ⁵⁵	i m n c t
#
1391	Rangoon	come	1380	lɑ²²	l ɑ ²²	i n t
3105	Achang_Longchuan	come	1380	ʐə³⁵	ʐ ə ³⁵	i n t
4589	Xiandao	come	1380	lɔ⁵⁵	l ɔ ⁵⁵	i n t
6323	Atsi	come	1380	le⁵⁵	l e ⁵⁵	i n t
7963	Maru	come	1380	lɔ³¹	l ɔ ³¹	i n t
9686	Bola	come	1380	la⁵⁵	l a ⁵⁵	i n t
11264	Lashi	come	1380	leː⁵⁵	l eː ⁵⁵	i n t
11630	Old_Burmese	come	1380	la	l a ²²	i n t
#
1498	Rangoon	come loose (shoelace)	1487	pjuʔ⁴	p j u ʔ ⁴	i m n c t
3209	Achang_Longchuan	come loose (shoelace)	1487	pək⁵⁵	p ə k ⁵⁵	i n c t
4684	Xiandao	come loose (shoelace)	1487	pi⁵⁵	p i ⁵⁵	i n t
6430	Atsi	come loose (shoelace)	1487	pɤk²¹	p ɤ k ²¹	i n c t
8067	Maru	come loose (shoelace)	1487	pak³¹	p a k ³¹	i n c t
9792	Bola	come loose (shoelace)	1487	pəi⁵⁵	p əi ⁵⁵	i n t
11360	Lashi	come loose (shoelace)	1487	pɔːi³¹	p ɔːi ³¹	i n t
#
1113	Rangoon	come out	1109	thwɛʔ⁴	tʰ w ɛ ʔ ⁴	i m n c t
2857	Achang_Longchuan	come out	1109	thoʔ⁵⁵ʐə³⁵	tʰ o ʔ ⁵⁵ + ʐ ə ³⁵	i n c t + i n t
4382	Xiandao	come out	1109	thoʔ⁵⁵lɔ³⁵	th o ʔ ⁵⁵ + l ɔ ³⁵	i n c t + i n t
6048	Atsi	come out	1109	thoʔ⁵⁵lo⁵⁵	tʰ o ʔ ⁵⁵ + l o ⁵⁵	i n c t + i n t
7718	Maru	come out	1109	thuk⁵⁵lɔ³¹	th u k ⁵⁵ + l ɔ ³¹	i n c t + i n t
9423	Bola	come out	1109	thɔʔ⁵⁵	th ɔ ʔ ⁵⁵	i n c t
11033	Lashi	come out	1109	thuʔ⁵⁵lɔ³¹	th u ʔ ⁵⁵ + l ɔ ³¹	i n c t + i n t
#
1112	Rangoon	come out (the sun)	1108	pɔ²²thũ⁵⁵	p ɔ ²² + tʰ ũ ∼ ⁵⁵	i n t + i n c t
2856	Achang_Longchuan	come out (the sun)	1108	thoʔ⁵⁵ʐə³⁵	tʰ o ʔ ⁵⁵ + ʐ ə ³⁵	i n c t + i n t
4381	Xiandao	come out (the sun)	1108	thoʔ⁵⁵	th o ʔ ⁵⁵	i n c t
6047	Atsi	come out (the sun)	1108	thoʔ⁵⁵	tʰ o ʔ ⁵⁵	i n c t
7717	Maru	come out (the sun)	1108	thuk⁵⁵	th u k ⁵⁵	i n c t
9422	Bola	come out (the sun)	1108	thɔʔ⁵⁵	th ɔ ʔ ⁵⁵	i n c t
11032	Lashi	come out (the sun)	1108	pei³¹thuʔ⁵⁵lɔ³¹	p ei ³¹ + th u ʔ ⁵⁵ + l ɔ ³¹	i n t + i n c t + i n t
#
1094	Rangoon	commend / praise	1090	tɕhi⁵⁵tɕu⁵⁵	tɕʰ i ⁵⁵ + tɕ u ⁵⁵	i n t + i n t
2843	Achang_Longchuan	commend / praise	1090	u⁵⁵	/ʔ u ⁵⁵	i n t
6029	Atsi	commend / praise	1090	khje⁵¹on²¹	kʰ j e ⁵¹ + /ʔ o n ²¹	i m n t + i n c t
9404	Bola	commend / praise	1090	ʃə̆³¹ɔn³¹	ʃ ə̆ ³¹ + /ʔ ɔ n ³¹	i n t + i n c t
#
175	Rangoon	common people	175	ɑ⁵³jɑʔ⁴tθɑ⁵⁵	/ʔ ɑ ⁵³ + /ʔ j ɑ ʔ ⁴ + tθ ɑ ⁵⁵	i n t + i m n c t + i n t
1994	Achang_Longchuan	common people	175	pəʔ³¹sin³⁵	p ə ʔ ³¹ + s i n ³⁵	i n c t + i n c t
5109	Atsi	common people	175	miŋ²¹pju⁵¹	m i ŋ ²¹ + p j u ⁵¹	i n c t + i m n t
6881	Maru	common people	175	maŋ³¹pju³¹	m a ŋ ³¹ + p j u ³¹	i n c t + i m n t
8515	Bola	common people	175	maŋ³¹pju⁵⁵	m a ŋ ³¹ + p j u ⁵⁵	i n c t + i m n t
10238	Lashi	common people	175	məŋ³³pju³¹	m ə ŋ ³³ + p j u ³¹	i n c t + i m n t
#
1059	Rangoon	compare	1055	n̥ɑ̃i⁵⁵	n̥ ɑ̃ i ∼ ⁵⁵	i n N c t
2809	Achang_Longchuan	compare	1055	tiak³⁵	t i a k ³⁵	i m n c t
4342	Xiandao	compare	1055	tɛk⁵⁵	t ɛ k ⁵⁵	i n c t
5994	Atsi	compare	1055	vu̱i⁵⁵	ˀv u i ⁵⁵	i n N t
7670	Maru	compare	1055	thɔʔ⁵⁵	th ɔ ʔ ⁵⁵	i n c t
9370	Bola	compare	1055	thaʔ⁵⁵	th a ʔ ⁵⁵	i n c t
10991	Lashi	compare	1055	khjəːŋ⁵³	kh j əː ŋ ⁵³	i m n c t
#
1445	Rangoon	compensate	1434	jɔ²²	/ʔ j ɔ ²²	i m n t
3158	Achang_Longchuan	compensate	1434	tɕhap⁵⁵	tɕʰ a p ⁵⁵	i n c t
4638	Xiandao	compensate	1434	phui⁵¹ tsi³¹	ph ui ⁵¹ + ts i ³¹	i n t + i n t
6377	Atsi	compensate	1434	tshap⁵⁵	tsʰ a p ⁵⁵	i n c t
8015	Maru	compensate	1434	tshɛʔ⁵⁵	tsh ɛ ʔ ⁵⁵	i n c t
9740	Bola	compensate	1434	tʃai³⁵	tʃ ai ³⁵	i n t
11312	Lashi	compensate	1434	tʃaːi⁵⁵	tʃ aːi ⁵⁵	i n t
11995	Old_Burmese	compensate	1434	lyo₂	lj ʊ ²²	i n t
#
1243	Rangoon	complain about s.b. to his sup	1236	tɑ⁵³jɑ⁵⁵swɛ⁵⁵	t ɑ ⁵³ + /ʔ j ɑ ⁵⁵ + s w ɛ ⁵⁵	i n t + i m n t + i m n t
2977	Achang_Longchuan	complain about s.b. to his sup	1236	kʐau³⁵	k ʐ au ³⁵	i m n t
6175	Atsi	complain about s.b. to his sup	1236	kau⁵⁵	k a u ⁵⁵	i n N t
9542	Bola	complain about s.b. to his sup	1236	lu⁵⁵ʃɔt⁵⁵	l u ⁵⁵ + ʃ ɔ t ⁵⁵	i n t + i n c t
#
1482	Rangoon	complete, be	1471	sõ²²	s õ ∼ ²²	i n c t
3193	Achang_Longchuan	complete, be	1471	ku⁵⁵	k u ⁵⁵	i n t
4672	Xiandao	complete, be	1471	kum³⁵	k u m ³⁵	i n c t
6414	Atsi	complete, be	1471	khum⁵⁵	kʰ u m ⁵⁵	i n c t
8052	Maru	complete, be	1471	tʃap³¹	tʃ a p ³¹	i n c t
9776	Bola	complete, be	1471	tʃap³¹	tʃ a p ³¹	i n c t
11345	Lashi	complete, be	1471	paːn³¹	p aː n ³¹	i n c t
#
587	Rangoon	conduit (open, for water)	585	je²²tɑ̃²²jɑuʔ⁴	/ʔ j e ²² + t ɑ̃ ∼ ²² + /ʔ j ɑ u ʔ ⁴	i m n t + i n c t + i m n N c t
3964	Xiandao	conduit (open, for water)	585	ti⁵⁵cam⁵⁵	t i ⁵⁵ + c a m ⁵⁵	i n t + i n c t
5516	Atsi	conduit (open, for water)	585	laŋ⁵¹khuŋ²¹	l a ŋ ⁵¹ + kʰ u ŋ ²¹	i n c t + i n c t
7245	Maru	conduit (open, for water)	585	ɣək³¹xɔŋ³¹	ɣ ə k ³¹ + x ɔ ŋ ³¹	i n c t + i n c t
8905	Bola	conduit (open, for water)	585	ɣəi⁵⁵tsɛ̃⁵⁵	ɣ əi ⁵⁵ + ts ɛ̃ ∼ ⁵⁵	i n t + i n c t
10583	Lashi	conduit (open, for water)	585	kjei³¹la̱ŋ⁵⁵	k j ei ³¹ + ˀl a ŋ ⁵⁵	i m n t + i n c t
#
1234	Rangoon	conform (cause to) / satisfy	1227	kɑiʔ⁴ȵi²²ɑ̃u²²loʔ⁴	k ɑi ʔ ⁴ + ɲ i ²² + /ʔ ɑ̃ u ∼ ²² + l o ʔ ⁴	i n c t + i n t + i n N c t + i n c t
6166	Atsi	conform (cause to) / satisfy	1227	lo̱ʔ⁵⁵tʃo²¹	ˀl o ʔ ⁵⁵ + tʃ o ²¹	i n c t + i n t
9533	Bola	conform (cause to) / satisfy	1227	la̱ʔ⁵⁵tʃɔ³¹	ˀl a ʔ ⁵⁵ + tʃ ɔ ³¹	i n c t + i n t
11134	Lashi	conform (cause to) / satisfy	1227	tsuːm⁵³	ts uː m ⁵³	i n c t
#
1396	Rangoon	connect / join	1385	shɛʔ⁴	sʰ ɛ ʔ ⁴	i n c t
3110	Achang_Longchuan	connect / join	1385	kap³⁵	k a p ³⁵	i n c t
4594	Xiandao	connect / join	1385	kap³⁵	k a p ³⁵	i n c t
6328	Atsi	connect / join	1385	tshoʔ⁵⁵	tsʰ o ʔ ⁵⁵	i n c t
7968	Maru	connect / join	1385	tshɔʔ⁵⁵	tsh ɔ ʔ ⁵⁵	i n c t
9691	Bola	connect / join	1385	tshaʔ³¹	tsh a ʔ ³¹	i n c t
11268	Lashi	connect / join	1385	tshɔːʔ⁵⁵	tsh ɔː ʔ ⁵⁵	i n c t
#
1506	Rangoon	consult / discuss	1495	tɑ̃i²²pĩ²²	t ɑ̃ i ∼ ²² + p ĩ ∼ ²²	i n N c t + i n c t
3218	Achang_Longchuan	consult / discuss	1495	pɔŋ⁵⁵	p ɔ ŋ ⁵⁵	i n c t
4693	Xiandao	consult / discuss	1495	pɔŋ⁵⁵	p ɔ ŋ ⁵⁵	i n c t
6439	Atsi	consult / discuss	1495	phje⁵⁵	pʰ j e ⁵⁵	i m n t
8076	Maru	consult / discuss	1495	phjɛ⁵⁵	ph j ɛ ⁵⁵	i m n t
9801	Bola	consult / discuss	1495	phjɛ³⁵	ph j ɛ ³⁵	i m n t
11368	Lashi	consult / discuss	1495	phjɛː⁵³	ph j ɛː ⁵³	i m n t
#
538	Rangoon	container (measuring, 1-liter-volume)	536	pji²²	p j i ²²	i m n t
2324	Achang_Longchuan	container (measuring, 1-liter-volume)	536	tʂhəŋ³¹	tʂʰ ə ŋ ³¹	i n c t
5469	Atsi	container (measuring, 1-liter-volume)	536	ʃin²¹	ʃ i n ²¹	i n c t
7205	Maru	container (measuring, 1-liter-volume)	536	ʃiŋ³¹	ʃ i ŋ ³¹	i n c t
8857	Bola	container (measuring, 1-liter-volume)	536	ʃɔn³¹	ʃ ɔ n ³¹	i n c t
10547	Lashi	container (measuring, 1-liter-volume)	536	ʃən⁵⁵	ʃ ə n ⁵⁵	i n c t
#
