ID	TOKENS	PROTOFORM	ALIGNMENT	IPA	COUNTERPART	COGID	DOCULECT	NOTE	STRUCTURE	BORROWING	CONCEPT	PROTO
741	d r a n k a n	*drankan	d r a n k ( a n )	drankan	*drankan	204	Proto-Germanic		C C V C C		drench	*drankan
742	t r a ŋ k	*drankan	t r a ŋ k ( - - )	traŋk	Trank	204	German				drench	*drankan
743	d r ɛ n ʧ	*drankan	d r ɛ n ʧ ( - - )	drɛnʧ	drench	204	English				drench	*drankan
744	d r ɑ ŋ k	*drankan	d r ɑ ŋ k ( - - )	drɑŋk	drank	204	Dutch				drench	*drankan
19	d r e n k a n a n	*drenkanan	d r e n k a n ( a n )	drenkanan	*drenkanan	6	Proto-Germanic		C C V C c v c		drink	*drenkanan
20	t r ɪ ŋ k ə n	*drenkanan	t r ɪ ŋ k ə n ( - - )	trɪŋkən	trinken	6	German				drink	*drenkanan
21	d r ɪ ŋ k	*drenkanan	d r ɪ ŋ k - - ( - - )	drɪŋk	drink	6	English				drink	*drenkanan
22	d r ɪ ŋ k ə	*drenkanan	d r ɪ ŋ k ə - ( - - )	drɪŋkə	drinken	6	Dutch				drink	*drenkanan
1240	d r iː b a n a n	*drībanan	d r iː b a n ( a n )	driːbanan	*drībanan	341	Proto-Germanic		C C V c v c		drive	*drībanan
1241	t r ai b ə n	*drībanan	t r ai b ə n ( - - )	traibən	treiben	341	German				drive	*drībanan
1242	d r aɪ v	*drībanan	d r aɪ v - - ( - - )	draɪv	drive	341	English				drive	*drībanan
1243	d r ɛɪ v ə	*drībanan	d r ɛɪ v ə - ( - - )	drɛɪvə	drijven	341	Dutch				drive	*drībanan
86	e r θ o	*erθo	e r θ o	erθo	*erθo	25	Proto-Germanic		V C c v		earth	*erθo
87	eː r d ə	*erθo	eː r d ə	eːrdə	Erde	25	German				earth	*erθo
88	ɜː θ	*erθo	ɜː - θ -	ɜːθ	earth	25	English				earth	*erθo
89	aː r d ə	*erθo	aː r d ə	aːrdə	aarde	25	Dutch				earth	*erθo
1330	e t a n a n	*etanan	e t a n ( a n )	etanan	*etanan	365	Proto-Germanic		V c v c		eat	*etanan
1331	ɛ s ə n	*etanan	ɛ s ə n ( - - )	ɛsən	essen	365	German				eat	*etanan
1332	iː t	*etanan	iː t - - ( - - )	iːt	eat	365	English				eat	*etanan
1333	eː t ə	*etanan	eː t ə - ( - - )	eːtə	eten	365	Dutch				eat	*etanan
772	eː l a z	*ēlaz	eː l ( a z )	eːlaz	*ēlaz	212	Proto-Germanic		V C		eel	*ēlaz
773	aː l	*ēlaz	aː l ( - - )	aːl	Aal	212	German				eel	*ēlaz
774	iː l	*ēlaz	iː l ( - - )	iːl	eel	212	English				eel	*ēlaz
775	aː l	*ēlaz	aː l ( - - )	aːl	aal	212	Dutch				eel	*ēlaz
247	f a lː a n a n	*fallanan	f a lː a n ( a n )	fallanan	*fallanan	69	Proto-Germanic		C V c v c		fall	*fallanan
248	f a l ə n	*fallanan	f a l ə n ( - - )	falən	fallen	69	German				fall	*fallanan
249	f ɔː l	*fallanan	f ɔː l - - ( - - )	fɔːl	fall	69	English				fall	*fallanan
250	v ɑ l ə	*fallanan	v ɑ l ə - ( - - )	vɑlə	vallen	69	Dutch				fall	*fallanan
202	f a r a n a n	*faranan	f a r a n ( a n )	faranan	*faranan	57	Proto-Germanic		C V c v c		fare	*faranan
203	f aː r ə n	*faranan	f aː r ə n ( - - )	faːrən	fahren	57	German				fare	*faranan
204	f ɛə r	*faranan	f ɛə r - - ( - - )	fɛər	fare	57	English				fare	*faranan
205	v aː r ə	*faranan	v aː r ə - ( - - )	vaːrə	varen	57	Dutch				fare	*faranan
1314	f a s t eː n a n	*fastēnan	f a s t eː n ( a n )	fasteːnan	*fastēnan	361	Proto-Germanic		C V C C V C		fast	*fastēnan
1315	f a s t ə n	*fastēnan	f a s t ə n ( - - )	fastən	fasten	361	German				fast	*fastēnan
1316	f ɑː s t	*fastēnan	f ɑː s t - - ( - - )	fɑːst	fast	361	English				fast	*fastēnan
1317	v ɑ s t ə	*fastēnan	v ɑ s t ə - ( - - )	vɑstə	vasten	361	Dutch				fast	*fastēnan
909	f a d eː r	*fadēr	f a d eː r	fadeːr	*fadēr	250	Proto-Germanic		C V c v c		father	*fadēr
910	f aː t ə r	*fadēr	f aː t ə r	faːtər	Vater	250	German				father	*fadēr
911	f ɑː ð ə r	*fadēr	f ɑː ð ə r	fɑːðər	father	250	English				father	*fadēr
912	v aː d ə r	*fadēr	v aː d ə r	vaːdər	vader	250	Dutch				father	*fadēr
115	f e x u	*fexu	f e ( x u )	fexu	*fexu	33	Proto-Germanic		C V		fee	*fexu
116	v iː	*fexu	v iː ( - - )	viː	Vieh	33	German				fee	*fexu
117	f iː	*fexu	f iː ( - - )	fiː	fee	33	English				fee	*fexu
118	v eː	*fexu	v eː ( - - )	veː	vee	33	Dutch				fee	*fexu
1798	f e lː a n	*fellan	f e lː ( a n )	fellan	*fellan	493	Proto-Germanic		C V C		fell	*fellan
1799	f ɛ l	*fellan	f ɛ l ( - - )	fɛl	Fell	493	German				fell	*fellan
1800	f ɛ l	*fellan	f ɛ l ( - - )	fɛl	fell	493	English				fell	*fellan
1801	v ɛ l	*fellan	v ɛ l ( - - )	vɛl	vel	493	Dutch				fell	*fellan
461	f a r n a n	*farnan	f a r n ( a n )	farnan	*farnan	127	Proto-Germanic		C V C C		fern	*farnan
462	f a r n	*farnan	f a r n ( - - )	farn	Farn	127	German				fern	*farnan
463	f ɜː n	*farnan	f ɜː - n ( - - )	fɜːn	fern	127	English				fern	*farnan
464	v aː r ə	*farnan	v aː r - ( ə - )	vaːrə	varen	127	Dutch				fern	*farnan
697	f e l θ u z	*felθuz	f e l θ ( u z )	felθuz	*felθuz	192	Proto-Germanic		C V C C		field	*felθuz
698	f ɛ l t	*felθuz	f ɛ l d ( - - )	fɛlt	Feld	192	German				field	*felθuz
699	f iː l d	*felθuz	f iː l d ( - - )	fiːld	field	192	English				field	*felθuz
700	v ɛ l t	*felθuz	v ɛ l t ( - - )	vɛlt	veld	192	Dutch				field	*felθuz
157	f e x t a n a n	*fextanan	f e x t a n ( a n )	fextanan	*fextanan	45	Proto-Germanic		C V C c v c		fight	*fextanan
158	f ɛ x t ə n	*fextanan	f ɛ x t ə n ( - - )	fɛxtən	fechten	45	German				fight	*fextanan
159	f aɪ t	*fextanan	f aɪ - t - - ( - - )	faɪt	fight	45	English				fight	*fextanan
160	v ɛ x t ə	*fextanan	v ɛ x t ə - ( - - )	vɛxtə	vechten	45	Dutch				fight	*fextanan
1759	f e n θ a n a n	*fenθanan	f e n θ a n ( a n )	fenθanan	*fenθanan	482	Proto-Germanic		C V C c v c		find	*fenθanan
1760	f ɪ n d ə n	*fenθanan	f ɪ n d ə n ( - - )	fɪndən	finden	482	German				find	*fenθanan
1761	f aɪ n d	*fenθanan	f aɪ n d - - ( - - )	faɪnd	find	482	English				find	*fenθanan
1762	v ɪ n d ə	*fenθanan	v ɪ n d ə - ( - - )	vɪndə	vinden	482	Dutch				find	*fenθanan
1699	f e n g r a z	*fengraz	f e n g - r ( a z )	fengraz	*fengraz	466	Proto-Germanic		C V C c - c		finger	*fengraz
1700	f ɪ ŋ ə r	*fengraz	f ɪ ŋ - ə r ( - - )	fɪŋər	Finger	466	German				finger	*fengraz
1701	f ɪ ŋ ɡ ə r	*fengraz	f ɪ ŋ ɡ ə r ( - - )	fɪŋɡər	finger	466	English				finger	*fengraz
1702	v ɪ ŋ ə r	*fengraz	v ɪ ŋ - ə r ( - - )	vɪŋər	vinger	466	Dutch				finger	*fengraz
1585	f u w e r	*fuwer	f u w e r	fuwer	*fuwer	435	Proto-Germanic		C V c v c		fire	*fuwer
1586	f ɔy ə r	*fuwer	f ɔy - ə r	fɔyər	Feuer	435	German				fire	*fuwer
1587	f aɪ ə r	*fuwer	f aɪ - ə r	faɪər	fire	435	English				fire	*fuwer
1588	v yː r	*fuwer	v yː - - r	vyːr	vuur	435	Dutch				fire	*fuwer
1259	f i s k a z	*fiskaz	f i s k ( a z )	fiskaz	*fiskaz	346	Proto-Germanic		C V C C		fish	*fiskaz
1260	f ɪ ʃ	*fiskaz	f ɪ ʃ - ( - - )	fɪʃ	Fisch	346	German				fish	*fiskaz
1261	f ɪ ʃ	*fiskaz	f ɪ ʃ - ( - - )	fɪʃ	fish	346	English				fish	*fiskaz
1262	v ɪ s	*fiskaz	v ɪ s - ( - - )	vɪs	vis	346	Dutch				fish	*fiskaz
1827	f u n xʷ s t i z	*funxwstiz	f u ( n xʷ ) s t ( i z )	funxwstiz	*funxwstiz	501	Proto-Germanic		C V C C		fist	*funxwstiz
1828	f au s t	*funxwstiz	f au ( - - ) s t ( - - )	faust	Faust	501	German				fist	*funxwstiz
1829	f ɪ s t	*funxwstiz	f ɪ ( - - ) s t ( - - )	fɪst	fist	501	English				fist	*funxwstiz
1830	v œy s t	*funxwstiz	v œy ( - - ) s t ( - - )	vœyst	vuist	501	Dutch				fist	*funxwstiz
48	f l a s k oː	*flaskō	f l a s k oː	flaskoː	*flaskō	14	Proto-Germanic		C C V C c v		flask	*flaskō
49	f l a ʃ ə	*flaskō	f l a ʃ - ə	flaʃə	Flasche	14	German				flask	*flaskō
50	f l ɑː s k	*flaskō	f l ɑː s k -	flɑːsk	flask	14	English				flask	*flaskō
1808	f l a x s a n	*flaxsan	f l a x s ( a n )	flaxsan	*flaxsan	496	Proto-Germanic		C C V C C		flax	*flaxsan
1809	f l a k s	*flaxsan	f l a k s ( - - )	flaks	Flachs	496	German				flax	*flaxsan
1810	f l æ k s	*flaxsan	f l æ k s ( - - )	flæks	flax	496	English				flax	*flaxsan
1811	v l ɑ s	*flaxsan	v l ɑ - s ( - - )	vlɑs	vlas	496	Dutch				flax	*flaxsan
970	f l au x z	*flauxz	f l au x ( z )	flauxz	*flauxz	267	Proto-Germanic		C C V C		flea	*flauxz
971	f l oː	*flauxz	f l oː - ( - )	floː	Floh	267	German				flea	*flauxz
972	f l iː	*flauxz	f l iː - ( - )	fliː	flea	267	English				flea	*flauxz
973	v l oː	*flauxz	v l oː - ( - )	vloː	vlo	267	Dutch				flea	*flauxz
1225	f l eu x a n a n	*fleuxanan	f l eu x a n ( a n )	fleuxanan	*fleuxanan	337	Proto-Germanic		C C V c v c		flee	*fleuxanan
1226	f l iː ə n	*fleuxanan	f l iː - ə n ( - - )	fliːən	fliehen	337	German				flee	*fleuxanan
1227	f l iː	*fleuxanan	f l iː - - - ( - - )	fliː	flee	337	English				flee	*fleuxanan
1228	v l iː d ə	*fleuxanan	v l iː d ə - ( - - )	vliːdə	vlieden	337	Dutch	IR			flee	*fleuxanan
1026	f l ai s k a z	*flaiskaz	f l ai s k ( a z )	flaiskaz	*flaiskaz	282	Proto-Germanic		C C V C c v c		flesh	*flaiskaz
1027	f l ai ʃ	*flaiskaz	f l ai ʃ - ( - - )	flaiʃ	Fleisch	282	German				flesh	*flaiskaz
1028	f l ɛ ʃ	*flaiskaz	f l ɛ ʃ - ( - - )	flɛʃ	flesh	282	English				flesh	*flaiskaz
1029	v l eː s	*flaiskaz	v l eː s - ( - - )	vleːs	vlees	282	Dutch				flesh	*flaiskaz
1409	f l oː d u z	*flōduz	f l oː d ( u z )	floːduz	*flōduz	386	Proto-Germanic		C C V C		flood	*flōduz
1410	f l uː t	*flōduz	f l uː t ( - - )	fluːt	Flut	386	German				flood	*flōduz
1411	f l ʌ d	*flōduz	f l ʌ d ( - - )	flʌd	flood	386	English				flood	*flōduz
1412	v l uː t	*flōduz	v l uː t ( - - )	vluːt	vloed	386	Dutch				flood	*flōduz
1107	f l eu g a n a n	*fleuganan	f l eu g a n ( a n )	fleuganan	*fleuganan	304	Proto-Germanic		C C V c v c		fly	*fleuganan
1108	f l iː ɡ ə n	*fleuganan	f l iː ɡ ə n ( - - )	fliːɡən	fliegen	304	German				fly	*fleuganan
1109	f l aɪ	*fleuganan	f l aɪ - - - ( - - )	flaɪ	fly	304	English				fly	*fleuganan
1110	v l iː ɣ ə	*fleuganan	v l iː ɣ ə - ( - - )	vliːɣə	vliegen	304	Dutch				fly	*fleuganan
1447	f u l oː n	*fulōn	f u l ( oː n )	fuloːn	*fulōn	396	Proto-Germanic		C V C		foal	*fulōn
1448	f oː l ə n	*fulōn	f oː l ( ə n )	foːlən	Fohlen	396	German				foal	*fulōn
1449	f əʊ l	*fulōn	f əʊ l ( - - )	fəʊl	foal	396	English				foal	*fulōn
885	f oː d r a n	*fōdran	f oː d - r ( a n )	foːdran	*fōdran	244	Proto-Germanic		C V C - C		fodder	*fōdran
886	f ʊ t ə r	*fōdran	f ʊ t ə r ( - - )	fʊtər	Futter	244	German				fodder	*fōdran
887	f ɔ d ə r	*fōdran	f ɔ d ə r ( - - )	fɔdər	fodder	244	English				fodder	*fōdran
888	v uː r	*fōdran	v uː - - r ( - - )	vuːr	voer	244	Dutch				fodder	*fōdran
442	f a l θ a n a n	*falθanan	f a l θ a n ( a n )	falθanan	*falθanan	122	Proto-Germanic		C V C c v c		fold	*falθanan
443	f a l t ə n	*falθanan	f a l t ə n ( - - )	faltən	falten	122	German				fold	*falθanan
444	f əʊ l d	*falθanan	f əʊ l d - - ( - - )	fəʊld	fold	122	English				fold	*falθanan
445	v ɑu ʋ	*falθanan	v ɑu ʋ - ə - ( - - )	vɑuʋ	vouw	122	Dutch	NC			fold	*falθanan
776	f u l k a n	*fulkan	f u l k ( a n )	fulkan	*fulkan	213	Proto-Germanic		C V C C		folk	*fulkan
777	f ɔ l k	*fulkan	f ɔ l k ( - - )	fɔlk	Volk	213	German				folk	*fulkan
778	f əʊ k	*fulkan	f əʊ - k ( - - )	fəʊk	folk	213	English				folk	*fulkan
779	v ɔ l k	*fulkan	v ɔ l k ( - - )	vɔlk	volk	213	Dutch				folk	*fulkan
1884	f u l g eː n a n	*fulgēnan	f u l g eː n ( a n )	fulgeːnan	*fulgēnan	517	Proto-Germanic		C V C c v c		follow	*fulgēnan
1885	f ɔ l ɡ ə n	*fulgēnan	f ɔ l ɡ ə n ( - - )	fɔlɡən	folgen	517	German				follow	*fulgēnan
1886	f ɔ l əʊ	*fulgēnan	f ɔ l əʊ - - ( - - )	fɔləʊ	follow	517	English				follow	*fulgēnan
1887	v ɔ l ɣ ə	*fulgēnan	v ɔ l ɣ ə - ( - - )	vɔlɣə	volgen	517	Dutch				follow	*fulgēnan
1390	l eu s a n a n	*leusanan	( - - - ) l eu s a n ( a n )	leusanan	*leusanan	381	Proto-Germanic		C V c v c		forlorn	*leusanan
1391	f ɛ r l iː r ə n	*leusanan	( f ɛ r ) l iː r ə n ( - - )	fɛrliːrən	verlieren	381	German				forlorn	*leusanan
1392	f ə l ɔː n	*leusanan	( f ə - ) l ɔː - - - ( n - )	fəlɔːn	forlorn	381	English				forlorn	*leusanan
1393	v ə r l iː z ə	*leusanan	( v ə r ) l iː z ə - ( - - )	vərliːzə	verliezen	381	Dutch				forlorn	*leusanan
360	f e d w oː r e z	*fedwōrez	f e ( d w oː ) r ( e z )	fedwoːrez	*fedwōrez	100	Proto-Germanic		C V C		four	*fedwōrez
361	f iː r	*fedwōrez	f iː ( - - - ) r ( - - )	fiːr	vier	100	German				four	*fedwōrez
362	f ɔː r	*fedwōrez	f ɔː ( - - - ) r ( - - )	fɔːr	four	100	English				four	*fedwōrez
363	v iː r	*fedwōrez	v iː ( - - - ) r ( - - )	viːr	vier	100	Dutch				four	*fedwōrez
1831	f u g l a z	*fuglaz	f u g - l ( a z )	fuglaz	*fuglaz	502	Proto-Germanic		C V C - C		fowl	*fuglaz
1832	f oː ɡ ə l	*fuglaz	f oː ɡ ə l ( - - )	foːɡəl	Vogel	502	German				fowl	*fuglaz
1833	f aʊ l	*fuglaz	f aʊ - - l ( - - )	faʊl	fowl	502	English				fowl	*fuglaz
1834	v oː ɣ ə l	*fuglaz	v oː ɣ ə l ( - - )	voːɣəl	vogel	502	Dutch				fowl	*fuglaz
339	f u x s a z	*fuxsaz	f u x s ( a z )	fuxsaz	*fuxsaz	94	Proto-Germanic		C V C C		fox	*fuxsaz
340	f ʊ k s	*fuxsaz	f ʊ k s ( - - )	fʊks	Fuchs	94	German				fox	*fuxsaz
341	f ɔ k s	*fuxsaz	f ɔ k s ( - - )	fɔks	fox	94	English				fox	*fuxsaz
342	v ɔ s	*fuxsaz	v ɔ - s ( - - )	vɔs	vos	94	Dutch				fox	*fuxsaz
923	f r eu s a n a n	*freusanan	f r eu s a n ( a n )	freusanan	*freusanan	254	Proto-Germanic		C C V c v c		freeze	*freusanan
924	f r iː r ə n	*freusanan	f r iː r ə n ( - - )	friːrən	frieren	254	German				freeze	*freusanan
925	f r iː z	*freusanan	f r iː z - - ( - - )	friːz	freeze	254	English				freeze	*freusanan
926	v r iː z ə	*freusanan	v r iː z ə - ( - - )	vriːzə	vriezen	254	Dutch				freeze	*freusanan
1689	f r i j oː n d z	*frijōndz	f r i ( j oː ) n d ( z )	frijoːndz	*frijōndz	463	Proto-Germanic		C C V C C		friend	*frijōndz
1690	f r ɔy n t	*frijōndz	f r ɔy ( - - ) n d ( - )	frɔynt	Freund	463	German				friend	*frijōndz
1691	f r ɛ n d	*frijōndz	f r ɛ ( - - ) n d ( - )	frɛnd	friend	463	English				friend	*frijōndz
1692	v r iː n t	*frijōndz	v r iː ( - - ) n t ( - )	vriːnt	vriend	463	Dutch				friend	*frijōndz
1480	f u r x t iː n	*furxtīn	f u r - x t ( iː n )	furxtiːn	*furxtīn	406	Proto-Germanic		C V C C C		fright	*furxtīn
1481	f ʊ r x t	*furxtīn	f ʊ r - x t ( - - )	fʊrxt	Furcht	406	German				fright	*furxtīn
1482	f r aɪ t	*furxtīn	f - r aɪ - t ( - - )	fraɪt	fright	406	English				fright	*furxtīn
453	f r u s t a n	*frustan	f r u - s t ( a n )	frustan	*frustan	125	Proto-Germanic		C C V - C C		frost	*frustan
454	f r ɔ s t	*frustan	f r ɔ - s t ( - - )	frɔst	Frost	125	German				frost	*frustan
455	f r ɔ s t	*frustan	f r ɔ - s t ( - - )	frɔst	frost	125	English				frost	*frustan
456	v ɔ r s t	*frustan	v - ɔ r s t ( - - )	vɔrst	vorst	125	Dutch				frost	*frustan
953	f u r x oː	*furxō	f u r ( x oː )	furxoː	*furxō	262	Proto-Germanic		C V C C		furrow	*furxō
954	f ʊ r x ə	*furxō	f ʊ r ( x ə )	fʊrxə	Furche	262	German				furrow	*furxō
955	f ʌ r əʊ	*furxō	f ʌ r ( əʊ - )	fʌrəʊ	furrow	262	English				furrow	*furxō
956	v oː r	*furxō	v oː r ( - - )	voːr	voor	262	Dutch				furrow	*furxō
745	g a lː a n	*gallan	g a lː a ( n )	gallan	*gallan	205	Proto-Germanic		C  V c v		gall	*gallan
746	ɡ a l ə	*gallan	ɡ a l ə ( - )	ɡalə	Galle	205	German				gall	*gallan
747	ɡ ɔː l	*gallan	ɡ ɔː l - ( - )	ɡɔːl	gall	205	English				gall	*gallan
748	x ɑ l	*gallan	x ɑ l - ( - )	xɑl	gal	205	Dutch				gall	*gallan
198	g a n g a z	*gangaz	g a n g ( a z )	gangaz	*gangaz	56	Proto-Germanic		C V C C		gang	*gangaz
199	ɡ a ŋ	*gangaz	ɡ a ŋ - ( - - )	ɡaŋ	Gang	56	German				gang	*gangaz
200	ɡ æ ŋ	*gangaz	ɡ æ ŋ - ( - - )	ɡæŋ	gang	56	English				gang	*gangaz
201	x ɑ ŋ	*gangaz	x ɑ ŋ - ( - - )	xɑŋ	gang	56	Dutch				gang	*gangaz
16	g ai s t a z	*gaistaz	g ai s t ( a z )	gaistaz	*gaistaz	5	Proto-Germanic		C V C C		ghost	*gaistaz
17	ɡ ai s t	*gaistaz	ɡ ai s t ( - - )	ɡaist	Geist	5	German				ghost	*gaistaz
18	ɡ əʊ s t	*gaistaz	ɡ əʊ s t ( - - )	ɡəʊst	ghost	5	English				ghost	*gaistaz
618	g e f t i z	*geftiz	g e f t ( i z )	geftiz	*geftiz	171	Proto-Germanic		C V C C		gift	*geftiz
619	ɡ ɪ f t	*geftiz	ɡ ɪ f t ( - - )	ɡɪft	Gift	171	German				gift	*geftiz
620	ɡ ɪ f t	*geftiz	ɡ ɪ f t ( - - )	ɡɪft	gift	171	English				gift	*geftiz
621	x ɪ f t	*geftiz	x ɪ f t ( - - )	xɪft	gift	171	Dutch				gift	*geftiz
749	g e b a n a n	*gebanan	g e b a n ( a n )	gebanan	*gebanan	206	Proto-Germanic		C V c v		give	*gebanan
750	ɡ eː b ə n	*gebanan	ɡ eː b ə n ( - - )	ɡeːbən	geben	206	German				give	*gebanan
751	ɡ ɪ v	*gebanan	ɡ ɪ v - - ( - - )	ɡɪv	give	206	English				give	*gebanan
752	x eː v ə	*gebanan	x eː v ə - ( - - )	xeːvə	geven	206	Dutch				give	*gebanan
1873	g u d	*gud	g u d	gud	*gud	514	Proto-Germanic		C V C		god	*gud
1874	ɡ ɔ t	*gud	ɡ ɔ t	ɡɔt	Gott	514	German				god	*gud
1875	ɡ ɔ d	*gud	ɡ ɔ d	ɡɔd	god	514	English				god	*gud
1876	x ɔ t	*gud	x ɔ t	xɔt	god	514	Dutch				god	*gud
1086	g u l θ a n	*gulθan	g u l θ ( a n )	gulθan	*gulθan	298	Proto-Germanic		C V C C		gold	*gulθan
1087	ɡ ɔ l t	*gulθan	ɡ ɔ l d ( - - )	ɡɔlt	Gold	298	German				gold	*gulθan
1088	ɡ əʊ l d	*gulθan	ɡ əʊ l d ( - - )	ɡəʊld	gold	298	English				gold	*gulθan
1089	x ɑu t	*gulθan	x ɑu - t ( - - )	xɑut	goud	298	Dutch				gold	*gulθan
1291	g a n s z	*gansz	g a n s ( z )	gansz	*gansz	355	Proto-Germanic		C V C C		goose	*gansz
1292	ɡ a n s	*gansz	ɡ a n s ( - )	ɡans	Gans	355	German				goose	*gansz
1293	ɡ uː s	*gansz	ɡ uː - s ( - )	ɡuːs	goose	355	English				goose	*gansz
1294	x ɑ n s	*gansz	x ɑ n s ( - )	xɑns	gans	355	Dutch				goose	*gansz
788	g r a s a n	*grasan	g r a s ( a n )	grasan	*grasan	216	Proto-Germanic		C C V C		grass	*grasan
789	ɡ r aː s	*grasan	ɡ r aː s ( - - )	ɡraːs	Gras	216	German				grass	*grasan
790	ɡ r ɑː s	*grasan	ɡ r ɑː s ( - - )	ɡrɑːs	grass	216	English				grass	*grasan
791	x r ɑ s	*grasan	x r ɑ s ( - - )	xrɑs	gras	216	Dutch				grass	*grasan
131	g r a b a n a n	*grabanan	g r a b a n ( a n )	grabanan	*grabanan	37	Proto-Germanic		C C V c v c		grave	*grabanan
132	ɡ r aː b ə n	*grabanan	ɡ r aː b ə n ( - - )	ɡraːbən	graben	37	German				grave	*grabanan
133	ɡ r ɑː v	*grabanan	ɡ r ɑː v - - ( - - )	ɡrɑːv	grave	37	English				grave	*grabanan
134	x r aː v ə	*grabanan	x r aː v ə - ( - - )	xraːvə	graven	37	Dutch				grave	*grabanan
240	g r iː p a n a n	*grīpanan	g r iː p a n ( a n )	griːpanan	*grīpanan	67	Proto-Germanic		C C V c v c		gripe	*grīpanan
241	ɡ r ai f ə n	*grīpanan	ɡ r ai f ə n ( - - )	ɡraifən	greifen	67	German				gripe	*grīpanan
242	ɡ r aɪ p	*grīpanan	ɡ r aɪ p - - ( - - )	ɡraɪp	gripe	67	English				gripe	*grīpanan
243	x r ɛɪ p ə	*grīpanan	x r ɛɪ p ə - ( - - )	xrɛɪpə	grijpen	67	Dutch				gripe	*grīpanan
97	g r u n d u z	*grunduz	g r u n d ( u z )	grunduz	*grunduz	28	Proto-Germanic		C C V C C		ground	*grunduz
98	ɡ r ʊ n t	*grunduz	ɡ r ʊ n d ( - - )	ɡrʊnt	Grund	28	German				ground	*grunduz
99	ɡ r aʊ n d	*grunduz	ɡ r aʊ n d ( - - )	ɡraʊnd	ground	28	English				ground	*grunduz
100	x r ɔ n t	*grunduz	x r ɔ n t ( - - )	xrɔnt	grond	28	Dutch				ground	*grunduz
1613	g a s t i z	*gastiz	g a s t ( i z )	gastiz	*gastiz	443	Proto-Germanic		C V C C		guest	*gastiz
1614	ɡ a s t	*gastiz	ɡ a s t ( - - )	ɡast	Gast	443	German				guest	*gastiz
1615	ɡ ɛ s t	*gastiz	ɡ ɛ s t ( - - )	ɡɛst	guest	443	English				guest	*gastiz
1616	x ɑ s t	*gastiz	x ɑ s t ( - - )	xɑst	gast	443	Dutch				guest	*gastiz
1002	x a g l a n	*xaglan	x a g - l ( a n )	xaglan	*xaglan	275	Proto-Germanic				hail	*xaglan
1003	h aː ɡ ə l	*xaglan	h aː ɡ ə l ( - - )	haːɡəl	Hagel	275	German				hail	*xaglan
1004	h eɪ l	*xaglan	h eɪ - - l ( - - )	heɪl	hail	275	English				hail	*xaglan
1005	h aː ɣ ə l	*xaglan	h aː ɣ ə l ( - - )	haːɣəl	hagel	275	Dutch				hail	*xaglan
1341	x a z w a z	*xazwaz	x a z ( w a z )	xazwaz	*xazwaz	368	Proto-Germanic				hair	*xazwaz
1342	h aː r	*xazwaz	h aː r ( - - - )	haːr	Haar	368	German				hair	*xazwaz
1343	h ɛə r	*xazwaz	h ɛə r ( - - - )	hɛər	hair	368	English				hair	*xazwaz
1344	h aː r	*xazwaz	h aː r ( - - - )	haːr	haar	368	Dutch				hair	*xazwaz
1780	x a lː oː	*xallō	x a lː oː	xalloː	*xallō	488	Proto-Germanic				hall	*xallō
1781	h a l ə	*xallō	h a l ə	halə	Halle	488	German				hall	*xallō
1782	h ɔː l	*xallō	h ɔː l -	hɔːl	hall	488	English				hall	*xallō
1783	h ɑ l	*xallō	h ɑ l -	hɑl	hal	488	Dutch				hall	*xallō
435	x a m a r a z	*xamaraz	x a m a r ( a z )	xamaraz	*xamaraz	120	Proto-Germanic				hammer	*xamaraz
436	h a m ə r	*xamaraz	h a m ə r ( - - )	hamər	Hammer	120	German				hammer	*xamaraz
437	h æ m ə r	*xamaraz	h æ m ə r ( - - )	hæmər	hammer	120	English				hammer	*xamaraz
438	h aː m ə r	*xamaraz	h aː m ə r ( - - )	haːmər	hamer	120	Dutch				hammer	*xamaraz
391	x a n d u z	*xanduz	x a n d ( u z )	xanduz	*xanduz	108	Proto-Germanic				hand	*xanduz
392	h a n t	*xanduz	h a n d ( - - )	hant	Hand	108	German				hand	*xanduz
393	h æ n d	*xanduz	h æ n d ( - - )	hænd	hand	108	English				hand	*xanduz
394	h ɑ n t	*xanduz	h ɑ n t ( - - )	hɑnt	hand	108	Dutch				hand	*xanduz
529	x a n d l oː j a n a n	*xandlōjanan	x a n d - l ( oː j a n a n )	xandloːjanan	*xandlōjanan	145	Proto-Germanic				handle	*xandlōjanan
530	h a n d ə l n	*xandlōjanan	h a n d ə l ( - n - - - - )	handəln	handeln	145	German				handle	*xandlōjanan
531	h æ n d ə l	*xandlōjanan	h æ n d ə l ( - - - - - - )	hændḷ	handle	145	English				handle	*xandlōjanan
532	h ɑ n d ə l ə	*xandlōjanan	h ɑ n d ə l ( ə - - - - - )	hɑndələ	handelen	145	Dutch				handle	*xandlōjanan
450	x a r m a z	*xarmaz	x a r m ( a z )	xarmaz	*xarmaz	124	Proto-Germanic				harm	*xarmaz
451	h a r m	*xarmaz	h a r m ( - - )	harm	Harm	124	German				harm	*xarmaz
452	h ɑː m	*xarmaz	h ɑː - m ( - - )	hɑːm	harm	124	English				harm	*xarmaz
1528	x a r b i s t u z	*xarbistuz	x a r b i s t ( u z )	xarbistuz	*xarbistuz	419	Proto-Germanic				harvest	*xarbistuz
1529	h ɛ r p s t	*xarbistuz	h ɛ r p - s t ( - - )	hɛrpst	Herbst	419	German				harvest	*xarbistuz
